"","age","rater","video","stimulus","sex","trial","corr"
"393","M72",5,"M72_S10_f_GA","Fork","f",5,1
"394","M72",5,"M72_S06_f_GA","Fork","f",6,1
"395","M48",5,"M48_S01_m_GA","Fork","m",1,0
"396","M48",5,"M48_S06_m_GA","Fork","m",2,1
"397","M48",5,"M48_S05_m_GA","Fork","m",3,1
"398","M48",5,"M48_S15_m_GA","Fork","m",4,0
"399","M48",5,"M48_S02_f_GA","Fork","f",1,1
"400","M48",5,"M48_S10_f_GA","Fork","f",2,0
"401","M48",5,"M48_S08_f_GA","Fork","f",3,0
"402","M48",5,"M48_S07_f_GA","Fork","f",4,1
"403","M48",5,"M48_S13_f_GA","Fork","f",5,1
"404","M72",5,"M72_S12_m_GA","Fork","m",1,0
"405","M72",5,"M72_S02_m_GA","Fork","m",2,1
"406","M72",5,"M72_S04_m_GA","Fork","m",3,1
"407","M72",5,"M72_S09_m_GA","Fork","m",4,1
"408","M72",5,"M72_S08_m_GA","Fork","m",5,1
"409","M48",5,"M48_S15_m_NI","Nothing","m",1,0
"410","M48",5,"M48_S06_m_NI","Nothing","m",2,1
"411","M48",5,"M48_S13_f_NI","Nothing","f",1,1
"412","M48",5,"M48_S08_f_NI","Nothing","f",2,0
"413","M48",5,"M48_S07_f_NI","Nothing","f",3,1
"414","M48",5,"M48_S02_f_NI","Nothing","f",4,1
"415","M72",5,"M72_S04_m_NI","Nothing","m",1,1
"416","M72",5,"M72_S09_m_NI","Nothing","m",2,0
"417","M72",5,"M72_S12_m_NI","Nothing","m",3,1
"418","M72",5,"M72_S08_m_NI","Nothing","m",4,1
"419","M72",5,"M72_S02_m_NI","Nothing","m",5,1
"420","M72",5,"M72_S06_f_NI","Nothing","f",1,1
"421","M72",5,"M72_S07_f_NI","Nothing","f",2,0
"422","M72",5,"M72_S11_f_NI","Nothing","f",3,1
"423","M72",5,"M72_S05_f_NI","Nothing","f",4,1
"424","M72",5,"M72_S10_f_NI","Nothing","f",5,1
"425","M72",5,"M72_S03_f_NI","Nothing","f",6,1
"426","M48",5,"M48_S06_m_FA","Bike","m",1,1
"427","M48",5,"M48_S05_m_FA","Bike","m",2,0
"428","M48",5,"M48_S15_m_FA","Bike","m",3,1
"429","M48",5,"M48_S01_m_FA","Bike","m",4,1
"430","M72",5,"M72_S12_m_FA","Bike","m",1,1
"431","M72",5,"M72_S02_m_FA","Bike","m",2,1
"432","M72",5,"M72_S04_m_FA","Bike","m",3,0
"433","M72",5,"M72_S08_m_FA","Bike","m",4,1
"434","M72",5,"M72_S09_m_FA","Bike","m",5,1
"435","M48",5,"M48_S08_f_FA","Bike","f",1,1
"436","M48",5,"M48_S07_f_FA","Bike","f",2,1
"437","M48",5,"M48_S02_f_FA","Bike","f",3,0
"438","M48",5,"M48_S10_f_FA","Bike","f",4,1
"439","M48",5,"M48_S13_f_FA","Bike","f",5,1
"440","M72",5,"M72_S10_f_FA","Bike","f",1,0
"441","M72",5,"M72_S06_f_FA","Bike","f",2,1
"442","M72",5,"M72_S11_f_FA","Bike","f",3,1
"443","M72",5,"M72_S03_f_FA","Bike","f",4,1
"444","M72",5,"M72_S07_f_FA","Bike","f",5,0
"445","M72",5,"M72_S05_f_FA","Bike","f",6,1
"446","M48",5,"M48_S10_f_HA","Hammer","f",1,0
"447","M48",5,"M48_S08_f_HA","Hammer","f",2,0
"448","M48",5,"M48_S07_f_HA","Hammer","f",3,0
"449","M48",5,"M48_S02_f_HA","Hammer","f",4,1
"450","M48",5,"M48_S13_f_HA","Hammer","f",5,1
"451","M72",5,"M72_S12_m_HA","Hammer","m",1,0
"452","M72",5,"M72_S09_m_HA","Hammer","m",2,0
"453","M72",5,"M72_S04_m_HA","Hammer","m",3,0
"454","M72",5,"M72_S08_m_HA","Hammer","m",4,1
"455","M72",5,"M72_S02_m_HA","Hammer","m",5,1
"456","M72",5,"M72_S03_f_HA","Hammer","f",1,1
"457","M72",5,"M72_S06_f_HA","Hammer","f",2,0
"458","M72",5,"M72_S07_f_HA","Hammer","f",3,1
"459","M72",5,"M72_S05_f_HA","Hammer","f",4,0
"460","M72",5,"M72_S10_f_HA","Hammer","f",5,1
"461","M72",5,"M72_S11_f_HA","Hammer","f",6,0
"462","M48",5,"M48_S05_m_HA","Hammer","m",1,1
"463","M48",5,"M48_S06_m_HA","Hammer","m",2,0
"464","M48",5,"M48_S01_m_HA","Hammer","m",3,1
"465","M48",5,"M48_S15_m_HA","Hammer","m",4,1
"466","M48",5,"M48_S04_m_HA","Hammer","m",5,0
"467","M72",5,"M72_S12_m_KA","Comb","m",1,1
"468","M72",5,"M72_S08_m_KA","Comb","m",2,1
"469","M72",5,"M72_S09_m_KA","Comb","m",3,1
"470","M72",5,"M72_S04_m_KA","Comb","m",4,1
"471","M72",5,"M72_S02_m_KA","Comb","m",5,0
"472","M48",5,"M48_S01_m_KA","Comb","m",1,1
"473","M48",5,"M48_S15_m_KA","Comb","m",2,1
"474","M48",5,"M48_S05_m_KA","Comb","m",3,1
"475","M48",5,"M48_S06_m_KA","Comb","m",4,0
"476","M48",5,"M48_S02_f_KA","Comb","f",1,0
"477","M48",5,"M48_S07_f_KA","Comb","f",2,1
"478","M48",5,"M48_S13_f_KA","Comb","f",3,1
"479","M48",5,"M48_S10_f_KA","Comb","f",4,0
"480","M72",5,"M72_S06_f_KA","Comb","f",1,1
"481","M72",5,"M72_S07_f_KA","Comb","f",2,0
"482","M72",5,"M72_S11_f_KA","Comb","f",3,1
"483","M72",5,"M72_S03_f_KA","Comb","f",4,1
"484","M72",5,"M72_S05_f_KA","Comb","f",5,0
"485","M72",5,"M72_S10_f_KA","Comb","f",6,0
"486","M72",6,"M72_S08_m_FA","Bike","m",1,1
"487","M72",6,"M72_S09_m_FA","Bike","m",2,1
"488","M72",6,"M72_S04_m_FA","Bike","m",3,0
"489","M72",6,"M72_S02_m_FA","Bike","m",4,1
"490","M72",6,"M72_S12_m_FA","Bike","m",5,1
"491","M72",6,"M72_S05_f_FA","Bike","f",1,1
"492","M72",6,"M72_S10_f_FA","Bike","f",2,1
"493","M72",6,"M72_S06_f_FA","Bike","f",3,1
"494","M72",6,"M72_S11_f_FA","Bike","f",4,1
"495","M72",6,"M72_S07_f_FA","Bike","f",5,0
"496","M72",6,"M72_S03_f_FA","Bike","f",6,1
"497","M48",6,"M48_S13_f_FA","Bike","f",1,1
"498","M48",6,"M48_S07_f_FA","Bike","f",2,0
"499","M48",6,"M48_S02_f_FA","Bike","f",3,1
"500","M48",6,"M48_S10_f_FA","Bike","f",4,1
"501","M48",6,"M48_S08_f_FA","Bike","f",5,1
"502","M48",6,"M48_S06_m_FA","Bike","m",1,1
"503","M48",6,"M48_S15_m_FA","Bike","m",2,0
"504","M48",6,"M48_S01_m_FA","Bike","m",3,0
"505","M48",6,"M48_S05_m_FA","Bike","m",4,1
"506","M48",6,"M48_S08_f_GA","Fork","f",1,0
"507","M48",6,"M48_S07_f_GA","Fork","f",2,0
"508","M48",6,"M48_S02_f_GA","Fork","f",3,0
"509","M48",6,"M48_S13_f_GA","Fork","f",4,1
"510","M48",6,"M48_S10_f_GA","Fork","f",5,1
"511","M72",6,"M72_S03_f_GA","Fork","f",1,1
"512","M72",6,"M72_S10_f_GA","Fork","f",2,1
"513","M72",6,"M72_S05_f_GA","Fork","f",3,0
"514","M72",6,"M72_S11_f_GA","Fork","f",4,0
"515","M72",6,"M72_S06_f_GA","Fork","f",5,1
"516","M72",6,"M72_S07_f_GA","Fork","f",6,1
"517","M72",6,"M72_S12_m_GA","Fork","m",1,1
"518","M72",6,"M72_S08_m_GA","Fork","m",2,1
"519","M72",6,"M72_S04_m_GA","Fork","m",3,0
"520","M72",6,"M72_S02_m_GA","Fork","m",4,1
"521","M72",6,"M72_S09_m_GA","Fork","m",5,1
"522","M48",6,"M48_S15_m_GA","Fork","m",1,1
"523","M48",6,"M48_S01_m_GA","Fork","m",2,0
"524","M48",6,"M48_S06_m_GA","Fork","m",3,0
"525","M48",6,"M48_S05_m_GA","Fork","m",4,1
"526","M72",6,"M72_S10_f_HA","Hammer","f",1,1
"527","M72",6,"M72_S05_f_HA","Hammer","f",2,0
"528","M72",6,"M72_S11_f_HA","Hammer","f",3,1
"529","M72",6,"M72_S07_f_HA","Hammer","f",4,0
"530","M72",6,"M72_S03_f_HA","Hammer","f",5,1
"531","M72",6,"M72_S06_f_HA","Hammer","f",6,0
"532","M48",6,"M48_S07_f_HA","Hammer","f",1,1
"533","M48",6,"M48_S02_f_HA","Hammer","f",2,1
"534","M48",6,"M48_S10_f_HA","Hammer","f",3,1
"535","M48",6,"M48_S13_f_HA","Hammer","f",4,1
"536","M48",6,"M48_S08_f_HA","Hammer","f",5,0
"537","M72",6,"M72_S12_m_HA","Hammer","m",1,0
"538","M72",6,"M72_S08_m_HA","Hammer","m",2,1
"539","M72",6,"M72_S04_m_HA","Hammer","m",3,1
"540","M72",6,"M72_S09_m_HA","Hammer","m",4,1
"541","M72",6,"M72_S02_m_HA","Hammer","m",5,0
"542","M48",6,"M48_S04_m_HA","Hammer","m",1,0
"543","M48",6,"M48_S06_m_HA","Hammer","m",2,1
"544","M48",6,"M48_S15_m_HA","Hammer","m",3,0
"545","M48",6,"M48_S05_m_HA","Hammer","m",4,1
"546","M48",6,"M48_S01_m_HA","Hammer","m",5,1
"547","M48",6,"M48_S06_m_NI","Nothing","m",1,1
"548","M48",6,"M48_S15_m_NI","Nothing","m",2,0
"549","M72",6,"M72_S08_m_NI","Nothing","m",1,1
"550","M72",6,"M72_S12_m_NI","Nothing","m",2,0
"551","M72",6,"M72_S02_m_NI","Nothing","m",3,1
"552","M72",6,"M72_S04_m_NI","Nothing","m",4,1
"553","M72",6,"M72_S09_m_NI","Nothing","m",5,1
"554","M48",6,"M48_S07_f_NI","Nothing","f",1,1
"555","M48",6,"M48_S08_f_NI","Nothing","f",2,0
"556","M48",6,"M48_S02_f_NI","Nothing","f",3,0
"557","M48",6,"M48_S13_f_NI","Nothing","f",4,0
"558","M72",6,"M72_S05_f_NI","Nothing","f",1,1
"559","M72",6,"M72_S10_f_NI","Nothing","f",2,1
"560","M72",6,"M72_S07_f_NI","Nothing","f",3,1
"561","M72",6,"M72_S06_f_NI","Nothing","f",4,1
"562","M72",6,"M72_S11_f_NI","Nothing","f",5,1
"563","M72",6,"M72_S03_f_NI","Nothing","f",6,1
"564","M72",6,"M72_S08_m_KA","Comb","m",1,1
"565","M72",6,"M72_S09_m_KA","Comb","m",2,1
"566","M72",6,"M72_S12_m_KA","Comb","m",3,0
"567","M72",6,"M72_S02_m_KA","Comb","m",4,1
"568","M72",6,"M72_S04_m_KA","Comb","m",5,0
"569","M48",6,"M48_S05_m_KA","Comb","m",1,1
"570","M48",6,"M48_S01_m_KA","Comb","m",2,1
"571","M48",6,"M48_S15_m_KA","Comb","m",3,0
"572","M48",6,"M48_S06_m_KA","Comb","m",4,0
"573","M72",6,"M72_S11_f_KA","Comb","f",1,0
"574","M72",6,"M72_S05_f_KA","Comb","f",2,1
"575","M72",6,"M72_S07_f_KA","Comb","f",3,0
"576","M72",6,"M72_S06_f_KA","Comb","f",4,1
"577","M72",6,"M72_S03_f_KA","Comb","f",5,1
"578","M72",6,"M72_S10_f_KA","Comb","f",6,1
"579","M48",6,"M48_S13_f_KA","Comb","f",1,0
"580","M48",6,"M48_S02_f_KA","Comb","f",2,1
"581","M48",6,"M48_S10_f_KA","Comb","f",3,0
"582","M48",6,"M48_S07_f_KA","Comb","f",4,1
"583","M48",7,"M48_S06_m_NI","Nothing","m",1,1
"584","M48",7,"M48_S15_m_NI","Nothing","m",2,0
"585","M48",7,"M48_S02_f_NI","Nothing","f",1,1
"586","M48",7,"M48_S08_f_NI","Nothing","f",2,0
"587","M48",7,"M48_S07_f_NI","Nothing","f",3,1
"588","M48",7,"M48_S13_f_NI","Nothing","f",4,1
"589","M72",7,"M72_S02_m_NI","Nothing","m",1,1
"590","M72",7,"M72_S12_m_NI","Nothing","m",2,1
"591","M72",7,"M72_S08_m_NI","Nothing","m",3,0
"592","M72",7,"M72_S04_m_NI","Nothing","m",4,1
"593","M72",7,"M72_S09_m_NI","Nothing","m",5,1
"594","M72",7,"M72_S07_f_NI","Nothing","f",1,1
"595","M72",7,"M72_S03_f_NI","Nothing","f",2,1
"596","M72",7,"M72_S06_f_NI","Nothing","f",3,1
"597","M72",7,"M72_S11_f_NI","Nothing","f",4,1
"598","M72",7,"M72_S10_f_NI","Nothing","f",5,1
"599","M72",7,"M72_S05_f_NI","Nothing","f",6,1
"600","M48",7,"M48_S02_f_GA","Fork","f",1,0
"601","M48",7,"M48_S10_f_GA","Fork","f",2,1
"602","M48",7,"M48_S08_f_GA","Fork","f",3,0
"603","M48",7,"M48_S13_f_GA","Fork","f",4,0
"604","M48",7,"M48_S07_f_GA","Fork","f",5,0
"605","M48",7,"M48_S15_m_GA","Fork","m",1,1
"606","M48",7,"M48_S01_m_GA","Fork","m",2,0
"607","M48",7,"M48_S06_m_GA","Fork","m",3,1
"608","M48",7,"M48_S05_m_GA","Fork","m",4,1
"609","M72",7,"M72_S11_f_GA","Fork","f",1,1
"610","M72",7,"M72_S06_f_GA","Fork","f",2,1
"611","M72",7,"M72_S10_f_GA","Fork","f",3,1
"612","M72",7,"M72_S07_f_GA","Fork","f",4,1
"613","M72",7,"M72_S03_f_GA","Fork","f",5,0
"614","M72",7,"M72_S05_f_GA","Fork","f",6,1
"615","M72",7,"M72_S08_m_GA","Fork","m",1,1
"616","M72",7,"M72_S09_m_GA","Fork","m",2,1
"617","M72",7,"M72_S04_m_GA","Fork","m",3,0
"618","M72",7,"M72_S12_m_GA","Fork","m",4,0
"619","M72",7,"M72_S02_m_GA","Fork","m",5,1
"620","M72",7,"M72_S03_f_FA","Bike","f",1,1
"621","M72",7,"M72_S06_f_FA","Bike","f",2,1
"622","M72",7,"M72_S07_f_FA","Bike","f",3,1
"623","M72",7,"M72_S10_f_FA","Bike","f",4,0
"624","M72",7,"M72_S11_f_FA","Bike","f",5,1
"625","M72",7,"M72_S05_f_FA","Bike","f",6,1
"626","M48",7,"M48_S02_f_FA","Bike","f",1,1
"627","M48",7,"M48_S13_f_FA","Bike","f",2,1
"628","M48",7,"M48_S07_f_FA","Bike","f",3,1
"629","M48",7,"M48_S08_f_FA","Bike","f",4,1
"630","M48",7,"M48_S10_f_FA","Bike","f",5,1
"631","M72",7,"M72_S12_m_FA","Bike","m",1,0
"632","M72",7,"M72_S09_m_FA","Bike","m",2,1
"633","M72",7,"M72_S08_m_FA","Bike","m",3,1
"634","M72",7,"M72_S04_m_FA","Bike","m",4,1
"635","M72",7,"M72_S02_m_FA","Bike","m",5,1
"636","M48",7,"M48_S15_m_FA","Bike","m",1,1
"637","M48",7,"M48_S06_m_FA","Bike","m",2,1
"638","M48",7,"M48_S05_m_FA","Bike","m",3,1
"639","M48",7,"M48_S01_m_FA","Bike","m",4,1
"640","M72",7,"M72_S09_m_HA","Hammer","m",1,0
"641","M72",7,"M72_S04_m_HA","Hammer","m",2,1
"642","M72",7,"M72_S02_m_HA","Hammer","m",3,0
"643","M72",7,"M72_S08_m_HA","Hammer","m",4,0
"644","M72",7,"M72_S12_m_HA","Hammer","m",5,0
"645","M48",7,"M48_S02_f_HA","Hammer","f",1,1
"646","M48",7,"M48_S07_f_HA","Hammer","f",2,1
"647","M48",7,"M48_S10_f_HA","Hammer","f",3,1
"648","M48",7,"M48_S13_f_HA","Hammer","f",4,1
"649","M48",7,"M48_S08_f_HA","Hammer","f",5,0
"650","M72",7,"M72_S06_f_HA","Hammer","f",1,0
"651","M72",7,"M72_S10_f_HA","Hammer","f",2,1
"652","M72",7,"M72_S03_f_HA","Hammer","f",3,0
"653","M72",7,"M72_S11_f_HA","Hammer","f",4,1
"654","M72",7,"M72_S05_f_HA","Hammer","f",5,0
"655","M72",7,"M72_S07_f_HA","Hammer","f",6,1
"656","M48",7,"M48_S15_m_HA","Hammer","m",1,1
"657","M48",7,"M48_S04_m_HA","Hammer","m",2,1
"658","M48",7,"M48_S01_m_HA","Hammer","m",3,1
"659","M48",7,"M48_S05_m_HA","Hammer","m",4,1
"660","M48",7,"M48_S06_m_HA","Hammer","m",5,1
"661","M48",7,"M48_S15_m_KA","Comb","m",1,1
"662","M48",7,"M48_S01_m_KA","Comb","m",2,0
"663","M48",7,"M48_S06_m_KA","Comb","m",3,0
"664","M48",7,"M48_S05_m_KA","Comb","m",4,0
"665","M72",7,"M72_S03_f_KA","Comb","f",1,1
"666","M72",7,"M72_S11_f_KA","Comb","f",2,1
"667","M72",7,"M72_S05_f_KA","Comb","f",3,1
"668","M72",7,"M72_S07_f_KA","Comb","f",4,0
"669","M72",7,"M72_S06_f_KA","Comb","f",5,0
"670","M72",7,"M72_S10_f_KA","Comb","f",6,0
"671","M72",7,"M72_S04_m_KA","Comb","m",1,0
"672","M72",7,"M72_S09_m_KA","Comb","m",2,1
"673","M72",7,"M72_S12_m_KA","Comb","m",3,0
"674","M72",7,"M72_S08_m_KA","Comb","m",4,0
"675","M72",7,"M72_S02_m_KA","Comb","m",5,1
"676","M48",7,"M48_S02_f_KA","Comb","f",1,0
"677","M48",7,"M48_S07_f_KA","Comb","f",2,1
"678","M48",7,"M48_S10_f_KA","Comb","f",3,0
"679","M48",7,"M48_S13_f_KA","Comb","f",4,0
"680","M72",8,"M72_S05_f_GA","Fork","f",1,0
"681","M72",8,"M72_S11_f_GA","Fork","f",2,1
"682","M72",8,"M72_S06_f_GA","Fork","f",3,0
"683","M72",8,"M72_S10_f_GA","Fork","f",4,1
"684","M72",8,"M72_S03_f_GA","Fork","f",5,1
"685","M72",8,"M72_S07_f_GA","Fork","f",6,1
"686","M48",8,"M48_S13_f_GA","Fork","f",1,0
"687","M48",8,"M48_S10_f_GA","Fork","f",2,1
"688","M48",8,"M48_S02_f_GA","Fork","f",3,1
"689","M48",8,"M48_S07_f_GA","Fork","f",4,0
"690","M48",8,"M48_S08_f_GA","Fork","f",5,0
"691","M48",8,"M48_S06_m_GA","Fork","m",1,0
"692","M48",8,"M48_S01_m_GA","Fork","m",2,0
"693","M48",8,"M48_S05_m_GA","Fork","m",3,0
"694","M48",8,"M48_S15_m_GA","Fork","m",4,1
"695","M72",8,"M72_S08_m_GA","Fork","m",1,1
"696","M72",8,"M72_S04_m_GA","Fork","m",2,0
"697","M72",8,"M72_S12_m_GA","Fork","m",3,0
"698","M72",8,"M72_S02_m_GA","Fork","m",4,1
"699","M72",8,"M72_S09_m_GA","Fork","m",5,1
"700","M72",8,"M72_S03_f_NI","Nothing","f",1,1
"701","M72",8,"M72_S06_f_NI","Nothing","f",2,0
"702","M72",8,"M72_S10_f_NI","Nothing","f",3,1
"703","M72",8,"M72_S05_f_NI","Nothing","f",4,1
"704","M72",8,"M72_S11_f_NI","Nothing","f",5,1
"705","M72",8,"M72_S07_f_NI","Nothing","f",6,1
"706","M72",8,"M72_S09_m_NI","Nothing","m",1,1
"707","M72",8,"M72_S02_m_NI","Nothing","m",2,1
"708","M72",8,"M72_S08_m_NI","Nothing","m",3,1
"709","M72",8,"M72_S12_m_NI","Nothing","m",4,0
"710","M72",8,"M72_S04_m_NI","Nothing","m",5,1
"711","M48",8,"M48_S15_m_NI","Nothing","m",1,0
"712","M48",8,"M48_S06_m_NI","Nothing","m",2,1
"713","M48",8,"M48_S13_f_NI","Nothing","f",1,1
"714","M48",8,"M48_S08_f_NI","Nothing","f",2,0
"715","M48",8,"M48_S02_f_NI","Nothing","f",3,1
"716","M48",8,"M48_S07_f_NI","Nothing","f",4,1
"717","M48",8,"M48_S10_f_KA","Comb","f",1,1
"718","M48",8,"M48_S13_f_KA","Comb","f",2,1
"719","M48",8,"M48_S07_f_KA","Comb","f",3,1
"720","M48",8,"M48_S02_f_KA","Comb","f",4,1
"721","M72",8,"M72_S12_m_KA","Comb","m",1,1
"722","M72",8,"M72_S02_m_KA","Comb","m",2,0
"723","M72",8,"M72_S04_m_KA","Comb","m",3,0
"724","M72",8,"M72_S08_m_KA","Comb","m",4,1
"725","M72",8,"M72_S09_m_KA","Comb","m",5,1
"726","M72",8,"M72_S03_f_KA","Comb","f",1,1
"727","M72",8,"M72_S05_f_KA","Comb","f",2,0
"728","M72",8,"M72_S10_f_KA","Comb","f",3,0
"729","M72",8,"M72_S11_f_KA","Comb","f",4,1
"730","M72",8,"M72_S06_f_KA","Comb","f",5,0
"731","M72",8,"M72_S07_f_KA","Comb","f",6,0
"732","M48",8,"M48_S01_m_KA","Comb","m",1,1
"733","M48",8,"M48_S15_m_KA","Comb","m",2,1
"734","M48",8,"M48_S05_m_KA","Comb","m",3,1
"735","M48",8,"M48_S06_m_KA","Comb","m",4,0
"736","M48",8,"M48_S13_f_FA","Bike","f",1,0
"737","M48",8,"M48_S08_f_FA","Bike","f",2,1
"738","M48",8,"M48_S10_f_FA","Bike","f",3,1
"739","M48",8,"M48_S07_f_FA","Bike","f",4,1
"740","M48",8,"M48_S02_f_FA","Bike","f",5,1
"741","M72",8,"M72_S07_f_FA","Bike","f",1,0
"742","M72",8,"M72_S05_f_FA","Bike","f",2,1
"743","M72",8,"M72_S03_f_FA","Bike","f",3,1
"744","M72",8,"M72_S10_f_FA","Bike","f",4,1
"745","M72",8,"M72_S11_f_FA","Bike","f",5,1
"746","M72",8,"M72_S06_f_FA","Bike","f",6,1
"747","M72",8,"M72_S12_m_FA","Bike","m",1,1
"748","M72",8,"M72_S09_m_FA","Bike","m",2,1
"749","M72",8,"M72_S02_m_FA","Bike","m",3,1
"750","M72",8,"M72_S04_m_FA","Bike","m",4,1
"751","M72",8,"M72_S08_m_FA","Bike","m",5,1
"752","M48",8,"M48_S01_m_FA","Bike","m",1,1
"753","M48",8,"M48_S05_m_FA","Bike","m",2,0
"754","M48",8,"M48_S15_m_FA","Bike","m",3,0
"755","M48",8,"M48_S06_m_FA","Bike","m",4,1
"756","M72",8,"M72_S08_m_HA","Hammer","m",1,1
"757","M72",8,"M72_S09_m_HA","Hammer","m",2,0
"758","M72",8,"M72_S02_m_HA","Hammer","m",3,0
"759","M72",8,"M72_S04_m_HA","Hammer","m",4,1
"760","M72",8,"M72_S12_m_HA","Hammer","m",5,0
"761","M48",8,"M48_S13_f_HA","Hammer","f",1,0
"762","M48",8,"M48_S10_f_HA","Hammer","f",2,1
"763","M48",8,"M48_S07_f_HA","Hammer","f",3,1
"764","M48",8,"M48_S02_f_HA","Hammer","f",4,1
"765","M48",8,"M48_S08_f_HA","Hammer","f",5,0
"766","M48",8,"M48_S05_m_HA","Hammer","m",1,1
"767","M48",8,"M48_S04_m_HA","Hammer","m",2,0
"768","M48",8,"M48_S01_m_HA","Hammer","m",3,1
"769","M48",8,"M48_S06_m_HA","Hammer","m",4,1
"770","M48",8,"M48_S15_m_HA","Hammer","m",5,1
"771","M72",8,"M72_S05_f_HA","Hammer","f",1,1
"772","M72",8,"M72_S07_f_HA","Hammer","f",2,1
"773","M72",8,"M72_S03_f_HA","Hammer","f",3,0
"774","M72",8,"M72_S11_f_HA","Hammer","f",4,1
"775","M72",8,"M72_S10_f_HA","Hammer","f",5,1
"776","M72",8,"M72_S06_f_HA","Hammer","f",6,0
"777","M72",9,"M72_S07_f_HA","Hammer","f",1,1
"778","M72",9,"M72_S03_f_HA","Hammer","f",2,1
"779","M72",9,"M72_S06_f_HA","Hammer","f",3,0
"780","M72",9,"M72_S05_f_HA","Hammer","f",4,0
"781","M72",9,"M72_S10_f_HA","Hammer","f",5,1
"782","M72",9,"M72_S11_f_HA","Hammer","f",6,1
